id,en,zh,info,info_zh
1399,Arisen King's Crown,重生王者之冠,"The broken crown of forgotten King Meliodas. Meliodas claimed rule after Gradlon had fallen, but many outright deny his kingship. Its dents and cracks make it well suited for adornment.",被遺忘的王梅里歐達斯的破碎王冠。在格拉德隆王墮落之後，梅里歐達斯宣告了他的王權，但許多人徹底反對。王冠上的裂痕跟坑洞使其很適合鑲嵌裝飾。
1400,Lyon's Penance,里昂的贖罪,An artifact capable of unmarking one from Lyonesse execution.,能防止被當作里昂內斯處決執行對象的神器。
1401,Trevelyan's Shoes,特里維廉之鞋,"Shoes of Trevelyan, the storied Lyonesse Warlock. Wearing them will slightly decrease the mana required for spells while protecting one from the arcane arts.",傳奇里昂內斯術士特里維廉的鞋子，穿戴它可以稍微減少施放法術所使用的魔力，並且可以抵抗奧術。
1402,Trevelyan's Hood,特里維廉的兜帽,"Hood of Trevelyan, the storied Lyonesse Warlock. Wearing it will slightly decrease the mana required for spells while protecting one from the arcane arts.",傳奇里昂內斯術士特里維廉的兜帽，穿戴它可以稍微減少施放法術所使用的魔力，並且可以抵抗奧術。
1403,Arisen Trevelyan's Shoes,重生特里維廉之鞋,"Shoes of Trevelyan, the storied Lyonesse Warlock. Wearing them will slightly decrease the mana required for spells while protecting one from the arcane arts.",傳奇里昂內斯術士特里維廉的鞋子，穿戴它可以稍微減少施放法術所使用的魔力，並且可以抵抗奧術。
1404,Arisen Trevelyan's Hood,重生特里維廉的兜帽,"Hood of Trevelyan, the storied Lyonesse Warlock. Wearing it will slightly decrease the mana required for spells while protecting one from the arcane arts.",傳奇里昂內斯術士特里維廉的兜帽，穿戴它可以稍微減少施放法術所使用的魔力，並且可以抵抗奧術。
1405,Arch-Blessed Rune Helmet,高等祝福符文頭盔,Mystical armor that boasts higher magic defense.,提供更高魔防的神祕盔甲。
1406,Arisen Trevelyan's Archistaff,重生特里維廉的權杖,"Staff of Trevelyan, the storied Lyonesse Warlock. Wearing it will offer one great magical abilities, but must be held with both hands.",傳奇里昂內斯術士特里維廉的法杖，持有它可以獲得強大的魔力，但必須雙手使用。
1407,Blessed Rune Leggings,祝福符文腿甲,Mystical armor that boasts higher magic defense.,提供更高魔防的神祕盔甲。
1408,Blessed Rune Helmet,祝福符文頭盔,Mystical armor that boasts higher magic defense.,提供更高魔防的神祕盔甲。
1409,Trevelyan's Archistaff,特里維廉的權杖,"Staff of Trevelyan, the storied Lyonesse Warlock. Wearing it will offer one great magical abilities, but must be held with both hands.",傳奇里昂內斯術士特里維廉的法杖，持有它可以獲得強大的魔力，但必須雙手使用。
1410,Trevelyan's Robe,特里維廉的法袍,"Robe of Trevelyan, the storied Lyonesse Warlock. Wearing it will slightly decrease the mana required for spells while protecting one from the arcane arts.",傳奇里昂內斯術士特里維廉的法袍，穿戴它可以稍微減少施放法術所使用的魔力，並且可以抵抗奧術。
1411,Arisen Trevelyan's Robe,重生特里維廉的法袍,"Robe of Trevelyan, the storied Lyonesse Warlock. Wearing it will slightly decrease the mana required for spells while protecting one from the arcane arts.",傳奇里昂內斯術士特里維廉的法袍，穿戴它可以稍微減少施放法術所使用的魔力，並且可以抵抗奧術。
1412,Blessed Rune Armor,祝福符文盔甲,Mystical armor that boasts higher magic defense.,提供更高魔防的神祕盔甲。
1413,Arisen Trevelyan's Charm,重生特里維廉的護符,"Amulet carried by Trevelyan, the storied Lyonesse Warlock. Wearing it will increase your offensive power when carrying a weapon with both hands.",傳奇里昂內斯術士特里維廉的護身符，穿戴它可以增加使用雙手武器時的攻擊力。
1414,Trevelyan's Charm,特里維廉的護符,"Amulet carried by Trevelyan, the storied Lyonesse Warlock. Wearing it will increase your offensive power when carrying a weapon with both hands.",傳奇里昂內斯術士特里維廉的護身符，穿戴它可以增加使用雙手武器時的攻擊力。
1415,Arch-Blessed Rune Leggings,高等祝福符文腿甲,Mystical armor that boasts higher magic defense.,提供更高魔防的神祕盔甲。
1416,Arch-Blessed Rune Armor,高等祝福符文盔甲,Mystical armor that boasts higher magic defense.,提供更高魔防的神祕盔甲。
1417,Askr Leggings,阿斯克腿甲,"Heavy leggings of Yggdrasil, the fallen symbol of life. Wearing them will keep one from becoming stunned.",墮落的生命象徵，世界樹之重腿甲。穿戴它可以免疫暈眩。
1418,Askr Armor,阿斯克盔甲,"Heavy armor of Yggdrasil, the fallen symbol of life. Wearing it may occasionally greatly increase one's power.",墮落的生命象徵，世界樹之重裝甲。穿戴它可能可以偶爾大幅增加你的力量。
1419,Askr Cowl,阿斯克風帽,"Cowl of Yggdrasil, the fallen symbol of life. Wearing it may decrease the damage you may inflict upon yourself.",墮落的生命象徵，世界樹之風帽。穿戴它可能可以減少你對自己造成的傷害。
1420,Embla Robe,安布拉法袍,,
1421,Askr Boots,阿斯克長靴,"Boots of Yggdrasil, the fallen symbol of life. Wearing them will keep one from becoming stunned.",墮落的生命象徵，世界樹之靴。穿戴它可以免疫暈眩。
1422,Baldr Boots,巴德爾長靴,"War-mage's boots of Baldr, the undying. Wearing this item will increase HP while making one slightly more resistant to status effects.",不死身巴德爾的戰鬥法師長靴。穿上它能提升生命值並稍微增加對異常狀態的抵抗力。
1423,Questing Bow,追跡之弓,"A powerful bow forged of the remains of Glatisant, the questing beast. Wielding it will slightly increase the amount of experience, gold and orns earned.",
1424,Baldr Battlerobe,巴德爾戰鬥法袍,"War-mage's robe of Baldr, the undying. Wearing this item will increase HP while making one slightly more resistant to status effects.",不死身巴德爾的戰鬥法師長袍。穿上它能提升生命值並稍微增加對異常狀態的抵抗力。
1425,Baldr Hood,巴德爾兜帽,"War-mage's hood of Baldr, the undying. Wearing this item will increase HP while making one slightly more resistant to status effects.",不死身巴德爾的戰鬥法師兜帽。穿上它能提升生命值並稍微增加對異常狀態的抵抗力。
1426,Questing Axe,追跡之斧,"A powerful axe forged of the remains of Glatisant, the questing beast. Wielding it will slightly increase the amount of experience, gold and orns earned.",
1427,Questing Staff,追跡之杖,"A powerful staff forged of the remains of Glatisant, the questing beast. Wielding it will slightly increase the amount of experience, gold and orns earned.",
1428,Elite Nothren Greaves,高端北族護脛,Heavy armor of Nothren Berserkers,
1429,Asgard Greaves,阿斯嘉護脛,Heavy Armor of Nothren valkyries,
1430,Elite Nothren Boots,高端北族長靴,Light armor of Nothren raiders.,北族強襲者的輕裝甲.
1431,Elite Nothren Shoes,高端北族鞋子,Magical attire of Nothren warlocks.,北族術士的魔法裝。
1432,Elite Fomorian Boots,高端弗摩爾族長靴,Boots worn by Fomorian rogues.,弗摩爾族盜賊穿的靴子.
1433,Elite Fomorian Leggings,高端弗摩爾族腿甲,Leg armor worn by Fomorian warriors.,弗摩爾族戰士穿的腿甲.
1434,Elite Nothren Shield,高端北族之盾,Shield carried by berserkers of the Northern lands. It protects one from the cold.,北族領地的狂戰士使用的盾.能夠禦寒.
1435,Asgard Shield,阿斯嘉之盾,Shield carried by valkyries of the Northern lands.  It protects one from the cold.,
1436,Asgard Armor,阿斯嘉盔甲,Heavy armor of Nothren valkyries.,北族女武神的重鎧甲.
1437,Elite Nothren Garb,高端北族皮甲,Light armor of Nothren raiders.,北族強襲者的輕裝甲.
1438,Elite Draconian Garb,高端德肯尼亞族皮甲,Body coverings of a Draconian rogue.,德肯尼亞族俠盜罩衫。
1439,Elite Draconian Armor,高端德肯尼亞族盔甲,Armor of a Draconian warrior.,德肯尼亞族戰士盔甲。
1440,Elite Nothren Robe,高端北族法袍,Magical attire of Nothren warlocks.,北族術士的魔法裝。
1441,Elite Nothren Armor,高端北族盔甲,Heavy armor of Nothren berserkers.,北族狂戰士的重裝甲.
1442,Elite Fomorian Armor,高端弗摩爾族盔甲,Heavy armor worn by Fomorian warriors.,弗摩爾族戰士穿的重裝甲.
1443,Elite Fomorian Robe,高端弗摩爾族長袍,A robe worn by Fomorian mages.,弗摩爾族法師所穿的法袍.
1444,Elite Nothren Cowl,高端北族風帽,Light armor of Nothren raiders.,北族強襲者的輕裝甲.
1445,Elite Nothren Hood,高端北族兜帽,Magical attire of Nothren warlocks.,北族術士的魔法裝。
1446,Elite Draconian Hood,高端德肯尼亞族兜帽,A hood of a Draconian mage.,德肯尼亞族法師兜帽。
1447,Elite Nothren Helmet,高端北族頭盔,Heavy armor of Nothren berserkers.,北族狂戰士的重裝甲.
1448,Elite Fomorian Cowl,高端弗摩爾族風帽,A hood worn by Fomorian rogues.,弗摩爾族俠盜所穿的兜帽.
1449,Elite Fomorian Hood,高端弗摩爾族兜帽,A hood worn by Fomorian mages.,弗摩爾族法師所穿戴的兜帽。
1450,Elite Draconian Sword,高端德肯尼亞族之劍,A sword of a Draconian blacksmith. The quality is quite surprising.,德肯尼亞族鐵匠鑄造之劍，品質令人讚嘆。
1451,Elite Draconian Staff,高端德肯尼亞族法杖,A staff of a Draconian mage. Boasts above average magic power.,德肯尼亞族法師之杖，擁有超凡的魔法攻擊力。
1452,Elite Fomorian Sword,高端弗摩爾族之劍,A sword of a Fomorian warrior.,弗摩爾族戰士的劍.
1453,Elite Fomorian Staff,高端弗摩爾族法杖,A staff of a Fomorian mage.,弗摩爾族法師的法杖.
1454,Ectoplasm,靈外質,Remains of a very spooky ghost. Carrying it will attract additional monsters to you while providing protection from attacks of the physical element.,令人毛骨悚然的幽靈遺骸。戴上它能吸引更多的怪物而且能抵抗物理屬性的攻擊。
1455,Elite Draconian Leggings,高端德肯尼亞族腿甲,Armor of a Draconian warrior.,德肯尼亞族戰士盔甲。
1456,Tarnished King's Crown,被玷污的王者之冠,"The broken crown of forgotten King Meliodas. Meliodas claimed rule after Gradlon had fallen, but many outright deny his kingship. Its dents and cracks make it well suited for adornment.",被遺忘的王梅里歐達斯的破碎王冠。在格拉德隆王墮落之後，梅里歐達斯宣告了他的王權，但許多人徹底反對。王冠上的裂痕跟坑洞使其很適合鑲嵌裝飾。
1457,Arisen Dagda Armor,重生達格達盔甲,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1458,Arisen Dagda Garb,重生達格達皮甲,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1459,Arisen Dagda Robe,重生達格達長袍,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1460,Arisen Dagda Boots,重生達格達長靴,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1461,Arisen Dagda Cowl,重生達格達風帽,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1462,Arisen Balor Crown,重生巴羅爾王冠,The fabled crown of king Balor.,
1463,Arisen Dagda Helmet,重生達格達頭盔,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1464,Arisen Dagda Leggings,重生達格達腿甲,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1465,Arisen Dagda Shoes,重生達格達之鞋,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1466,Lugus Gauntlet,盧古斯護手,Gauntlet of the Balor knight Lugus. Wearing it will provide a chance to greatly increase your offensive power.,巴羅爾騎士盧古斯的護手。裝上它後有機會能大幅提升你的攻擊能力。
1467,Arisen Dagda Hood,重生達格達兜帽,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1468,Dagda Boots,達格達長靴,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1469,Dagda Garb,達格達皮甲,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1470,Dagda Helmet,達格達頭盔,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
1471,Dagda Leggings,達格達腿甲,"Armor forged of the remains of Dadga, a Balor demon. With Dadga's self healing power, healing items will restore additional HP and mana.",
